16.01.2020 9:00:00;15,00
20.01.2020 9:15:00;44,00
22.01.2020 0:00:00;21,00
23.01.2020 9:00:00;40,00
30.01.2020 9:00:00;35,00
13.02.2020 9:00:00;38,00
25.02.2020 9:05:00;26,00
05.03.2020 9:00:00;31,00
13.03.2020 9:00:00;38,00
26.03.2020 9:10:00;48,00
20.04.2020 9:00:00;35,00
20.04.2020 9:00:00;51,00
21.04.2020 0:00:00;37,00
27.04.2020 9:00:00;57,00
28.04.2020 0:00:00;33,00
29.04.2020 0:00:00;37,00
07.05.2020 10:00:00;16,00
19.05.2020 0:00:00;35,00
20.05.2020 0:00:00;48,00
22.05.2020 0:00:00;28,00
26.05.2020 0:00:00;35,00
28.05.2020 0:00:00;34,00
01.06.2020 9:00:00;34,00
04.06.2020 0:00:00;34,00
08.06.2020 9:00:00;32,00
15.06.2020 9:00:00;24,00
16.06.2020 9:00:00;20,00
18.06.2020 9:00:00;40,00
19.06.2020 9:00:00;42,00
25.06.2020 9:05:00;14,20
25.06.2020 9:05:00;43,00
26.06.2020 0:00:00;17,00
26.06.2020 9:05:00;46,00
