"DTIME","VALUE"
"2019-01-08 09:30:34";"75"
"2019-01-08 09:31:34";"114"
"2019-01-08 09:32:34";"153"
"2019-01-08 09:33:34";"192"
"2019-01-08 09:33:41";"231"
"2019-01-08 09:33:55";"270"
"2019-01-08 09:34:34";"310"
"2019-01-08 09:35:19";"320"
"2019-01-08 09:38:17";"358"
"2019-01-08 09:38:26";"404"
"2019-01-08 09:38:31";"448"
"2019-01-08 09:43:16";"487"
"2019-01-08 09:43:20";"536"
"2019-01-08 09:43:26";"591"
"2019-01-08 09:43:39";"650"
"2019-01-08 09:43:44";"709"
"2019-01-08 09:44:02";"755"
"2019-01-08 09:44:10";"810"
"2019-01-08 09:45:10";"812"
"2019-01-08 09:46:10";"824"
"2019-01-08 09:47:10";"835"
"2019-01-08 09:48:10";"853"
"2019-01-08 09:49:10";"854"
"2019-01-08 09:50:10";"874"
"2019-01-08 09:51:10";"882"
"2019-01-08 09:52:10";"883"
"2019-01-08 09:53:10";"938"
"2019-01-08 09:54:10";"1000"
"2019-01-08 09:55:10";"1024"
"2019-01-08 09:56:10";"1048"
"2019-01-08 09:57:10";"1073"
"2019-01-08 09:58:10";"1104"
"2019-01-08 09:59:10";"1115"
"2019-01-08 10:00:10";"1121"
"2019-01-08 10:01:10";"1112"
"2019-01-08 10:02:10";"1110"
"2019-01-08 10:03:10";"1127"
"2019-01-08 10:04:10";"1129"
"2019-01-08 10:05:10";"1150"
"2019-01-08 10:06:10";"1171"
"2019-01-08 10:07:10";"1180"
"2019-01-08 10:08:10";"1175"
"2019-01-08 10:09:10";"1197"
"2019-01-08 10:09:44";"1203"
"2019-01-08 10:10:10";"1218"
"2019-01-08 10:11:10";"1237"
"2019-01-08 10:12:10";"1221"
"2019-01-08 10:13:10";"1214"
"2019-01-08 10:14:10";"1204"
"2019-01-08 10:15:10";"1195"
"2019-01-08 10:16:10";"1185"
"2019-01-08 10:17:09";"1180"
"2019-01-08 10:17:48";"1194"
"2019-01-08 10:18:10";"1178"
"2019-01-08 10:19:10";"1193"
"2019-01-08 10:19:19";"1217"
"2019-01-08 10:20:10";"1212"
"2019-01-08 10:21:10";"1212"
"2019-01-08 10:21:56";"1217"
"2019-01-08 10:22:10";"1205"
"2019-01-08 10:23:10";"1202"
"2019-01-08 10:24:10";"1208"
"2019-01-08 10:25:10";"1193"
"2019-01-08 10:26:10";"1201"
"2019-01-08 10:26:38";"1212"
"2019-01-08 10:27:10";"1220"
"2019-01-08 10:27:58";"1225"
"2019-01-08 10:28:03";"1243"
"2019-01-08 10:28:10";"1250"
"2019-01-08 10:28:28";"1264"
"2019-01-08 10:29:10";"1261"
"2019-01-08 10:30:10";"1265"
"2019-01-08 10:31:10";"1246"
"2019-01-08 10:31:23";"1269"
"2019-01-08 10:32:10";"1258"
"2019-01-08 10:32:54";"1256"
"2019-01-08 10:33:10";"1277"
"2019-01-08 10:34:10";"1293"
"2019-01-08 10:35:10";"1297"
"2019-01-08 10:36:10";"1301"
"2019-01-08 10:37:05";"1316"
"2019-01-08 10:37:10";"1330"
"2019-01-08 10:37:37";"1356"
"2019-01-08 10:37:55";"1354"
"2019-01-08 10:38:02";"1358"
"2019-01-08 10:38:10";"1356"
"2019-01-08 10:38:33";"1383"
"2019-01-08 10:38:38";"1383"
"2019-01-08 10:39:03";"1397"
"2019-01-08 10:39:10";"1399"
"2019-01-08 10:40:10";"1413"
"2019-01-08 10:41:09";"1421"
"2019-01-08 10:41:10";"1421"
"2019-01-08 10:42:10";"1432"
"2019-01-08 10:43:10";"1436"
"2019-01-08 10:44:10";"1450"
"2019-01-08 10:45:03";"1443"
"2019-01-08 10:45:10";"1435"
"2019-01-08 10:46:10";"1406"
"2019-01-08 10:47:09";"1376"
"2019-01-08 10:48:10";"1356"
"2019-01-08 10:49:02";"1353"
"2019-01-08 10:49:10";"1358"
"2019-01-08 10:50:10";"1355"
"2019-01-08 10:50:55";"1357"
"2019-01-08 10:51:10";"1356"
"2019-01-08 10:52:10";"1355"
"2019-01-08 10:53:10";"1346"
"2019-01-08 10:53:25";"1343"
"2019-01-08 10:54:10";"1349"
"2019-01-08 10:55:10";"1345"
"2019-01-08 10:56:10";"1340"
"2019-01-08 10:56:34";"1329"
"2019-01-08 10:56:58";"1337"
"2019-01-08 10:57:10";"1333"
"2019-01-08 10:58:10";"1322"
"2019-01-08 10:59:10";"1319"
"2019-01-08 11:00:10";"1322"
"2019-01-08 11:01:10";"1322"
"2019-01-08 11:01:33";"1354"
"2019-01-08 11:01:44";"1391"
"2019-01-08 11:02:10";"1401"
"2019-01-08 11:03:10";"1396"
"2019-01-08 11:04:10";"1406"
"2019-01-08 11:05:10";"1406"
"2019-01-08 11:05:51";"1398"
"2019-01-08 11:06:10";"1403"
"2019-01-08 11:07:10";"1397"
"2019-01-08 11:07:56";"1401"
"2019-01-08 11:08:10";"1387"
"2019-01-08 11:09:10";"1366"
"2019-01-08 11:10:10";"1363"
"2019-01-08 11:11:10";"1357"
"2019-01-08 11:11:31";"1353"
"2019-01-08 11:12:10";"1361"
"2019-01-08 11:12:25";"1381"
"2019-01-08 11:13:10";"1378"
"2019-01-08 11:14:10";"1367"
"2019-01-08 11:14:51";"1399"
"2019-01-08 11:15:10";"1384"
"2019-01-08 11:16:10";"1370"
"2019-01-08 11:17:10";"1368"
"2019-01-08 11:18:10";"1345"
"2019-01-08 11:18:57";"1354"
"2019-01-08 11:19:10";"1363"
"2019-01-08 11:20:10";"1368"
"2019-01-08 11:21:10";"1368"
"2019-01-08 11:21:47";"1385"
"2019-01-08 11:22:06";"1384"
"2019-01-08 11:22:10";"1383"
"2019-01-08 11:22:29";"1409"
"2019-01-08 11:23:10";"1393"
"2019-01-08 11:24:10";"1412"
"2019-01-08 11:24:56";"1418"
"2019-01-08 11:25:10";"1429"
"2019-01-08 11:26:10";"1413"
"2019-01-08 11:27:10";"1388"
"2019-01-08 11:27:58";"1398"
"2019-01-08 11:28:10";"1406"
"2019-01-08 11:29:02";"1423"
"2019-01-08 11:29:10";"1429"
"2019-01-08 11:30:10";"1417"
"2019-01-08 11:31:10";"1437"
"2019-01-08 11:32:10";"1421"
"2019-01-08 11:33:10";"1412"
"2019-01-08 11:34:10";"1407"
"2019-01-08 11:34:31";"1414"
"2019-01-08 11:35:10";"1403"
"2019-01-08 11:35:58";"1409"
"2019-01-08 11:36:10";"1431"
"2019-01-08 11:37:10";"1426"
"2019-01-08 11:37:46";"1467"
"2019-01-08 11:38:08";"1458"
"2019-01-08 11:38:10";"1458"
"2019-01-08 11:38:23";"1457"
"2019-01-08 11:39:10";"1451"
"2019-01-08 11:40:10";"1465"
"2019-01-08 11:41:10";"1503"
"2019-01-08 11:42:10";"1507"
"2019-01-08 11:43:10";"1499"
"2019-01-08 11:43:34";"1504"
"2019-01-08 11:44:10";"1502"
"2019-01-08 11:44:41";"1517"
"2019-01-08 11:45:08";"1521"
"2019-01-08 11:45:10";"1521"
"2019-01-08 11:45:21";"1525"
"2019-01-08 11:46:10";"1505"
"2019-01-08 11:47:10";"1488"
"2019-01-08 11:47:22";"1488"
"2019-01-08 11:47:33";"1495"
"2019-01-08 11:48:08";"1488"
"2019-01-08 11:48:10";"1488"
"2019-01-08 11:48:57";"1478"
"2019-01-08 11:49:10";"1489"
"2019-01-08 11:50:10";"1452"
"2019-01-08 11:50:25";"1451"
"2019-01-08 11:51:10";"1446"
"2019-01-08 11:51:52";"1445"
"2019-01-08 11:52:10";"1452"
"2019-01-08 11:53:10";"1436"
"2019-01-08 11:54:10";"1415"
"2019-01-08 11:55:04";"1422"
"2019-01-08 11:55:10";"1417"
"2019-01-08 11:55:22";"1427"
"2019-01-08 11:55:34";"1432"
"2019-01-08 11:56:10";"1428"
"2019-01-08 11:56:43";"1424"
"2019-01-08 11:56:51";"1436"
"2019-01-08 11:56:58";"1454"
"2019-01-08 11:57:10";"1448"
"2019-01-08 11:57:20";"1443"
"2019-01-08 11:57:39";"1444"
"2019-01-08 11:58:07";"1432"
"2019-01-08 11:58:10";"1415"
"2019-01-08 11:59:10";"1430"
"2019-01-08 12:00:10";"1425"
"2019-01-08 12:00:24";"1427"
"2019-01-08 12:01:10";"1392"
"2019-01-08 12:01:39";"1379"
"2019-01-08 12:02:10";"1377"
"2019-01-08 12:02:16";"1395"
"2019-01-08 12:03:10";"1387"
"2019-01-08 12:04:10";"1375"
"2019-01-08 12:04:17";"1373"
"2019-01-08 12:05:10";"1355"
"2019-01-08 12:06:10";"1341"
"2019-01-08 12:07:10";"1325"
"2019-01-08 12:08:10";"1312"
"2019-01-09 07:16:38";"1106"
"2019-01-09 07:17:53";"1081"
"2019-01-09 07:18:53";"1054"
"2019-01-09 07:19:53";"1026"
"2019-01-09 07:20:53";"1002"
"2019-01-09 07:21:53";"968"
"2019-01-09 07:22:53";"965"
"2019-01-09 07:23:53";"934"
"2019-01-09 07:24:53";"910"
"2019-01-09 07:25:53";"901"
"2019-01-09 07:26:53";"884"
"2019-01-09 07:27:53";"873"
"2019-01-09 07:28:53";"862"
"2019-01-09 07:29:53";"848"
"2019-01-09 07:30:53";"849"
"2019-01-09 07:31:53";"841"
"2019-01-09 07:32:53";"839"
"2019-01-09 07:33:53";"896"
"2019-01-09 07:34:53";"950"
"2019-01-09 07:35:53";"967"
"2019-01-09 07:36:53";"977"
"2019-01-09 07:37:53";"999"
"2019-01-09 07:38:53";"1027"
"2019-01-09 07:39:53";"1048"
"2019-01-09 07:40:53";"1061"
"2019-01-09 07:41:53";"1079"
"2019-01-09 07:42:53";"1107"
"2019-01-09 07:43:53";"1118"
"2019-01-09 07:44:53";"1129"
"2019-01-09 07:45:53";"1115"
"2019-01-09 07:46:53";"1120"
"2019-01-09 07:47:53";"1123"
"2019-01-09 07:48:53";"1135"
"2019-01-09 07:49:53";"1139"
"2019-01-09 07:50:35";"1155"
"2019-01-09 07:50:53";"1178"
"2019-01-09 07:51:53";"1200"
"2019-01-09 07:52:53";"1190"
"2019-01-09 07:53:53";"1202"
"2019-01-09 07:54:16";"1223"
"2019-01-09 07:54:53";"1237"
"2019-01-09 07:55:53";"1237"
"2019-01-09 07:56:53";"1228"
"2019-01-09 07:57:53";"1236"
"2019-01-09 07:58:23";"1258"
"2019-01-09 07:58:53";"1269"
"2019-01-09 07:59:53";"1272"
"2019-01-09 08:00:53";"1291"
"2019-01-09 08:01:53";"1309"
"2019-01-09 08:02:53";"1330"
"2019-01-09 08:03:30";"1338"
"2019-01-09 08:03:53";"1328"
"2019-01-09 08:04:21";"1322"
"2019-01-09 08:04:53";"1335"
"2019-01-09 08:05:53";"1334"
"2019-01-09 08:06:53";"1330"
"2019-01-09 08:07:53";"1299"
"2019-01-09 08:08:53";"1304"
"2019-01-09 08:09:53";"1276"
"2019-01-09 08:10:53";"1268"
"2019-01-09 08:11:53";"1264"
"2019-01-09 08:12:53";"1263"
"2019-01-09 08:13:53";"1256"
"2019-01-09 08:14:53";"1243"
"2019-01-09 08:15:53";"1230"
"2019-01-09 08:16:53";"1229"
"2019-01-09 08:17:53";"1213"
"2019-01-09 08:18:29";"1205"
"2019-01-09 08:18:53";"1189"
"2019-01-09 08:19:53";"1175"
"2019-01-09 08:20:53";"1162"
"2019-01-09 08:21:53";"1170"
"2019-01-09 08:22:53";"1154"
"2019-01-09 08:23:53";"1128"
"2019-01-09 08:24:53";"1105"
"2019-01-09 08:25:53";"1092"
"2019-01-09 08:26:53";"1105"
"2019-01-09 08:27:53";"1100"
"2019-01-09 08:28:46";"1130"
"2019-01-09 08:28:53";"1134"
"2019-01-09 08:29:53";"1147"
"2019-01-09 08:30:01";"1157"
"2019-01-09 08:30:53";"1180"
"2019-01-09 08:31:53";"1189"
"2019-01-09 08:32:53";"1173"
"2019-01-09 08:33:53";"1148"
"2019-01-09 08:34:53";"1136"
"2019-01-09 08:35:53";"1117"
"2019-01-09 08:36:53";"1106"
"2019-01-09 08:37:53";"1090"
"2019-01-09 08:38:53";"1076"
"2019-01-09 08:39:53";"1063"
"2019-01-09 08:40:53";"1049"
"2019-01-09 08:41:53";"1047"
"2019-01-09 08:42:53";"1056"
"2019-01-09 08:43:53";"1069"
"2019-01-09 08:44:53";"1083"
"2019-01-09 08:45:53";"1100"
"2019-01-09 08:46:53";"1097"
"2019-01-09 08:47:53";"1077"
"2019-01-09 08:48:53";"1065"
"2019-01-09 08:49:53";"1062"
"2019-01-09 08:50:53";"1051"
"2019-01-09 08:51:21";"1056"
"2019-01-09 08:51:53";"1064"
"2019-01-09 08:52:53";"1079"
"2019-01-09 08:53:53";"1087"
"2019-01-09 08:54:53";"1105"
"2019-01-09 08:55:53";"1115"
"2019-01-09 08:56:53";"1115"
"2019-01-09 08:57:53";"1131"
"2019-01-09 08:58:33";"1162"
"2019-01-09 08:58:53";"1187"
"2019-01-09 08:59:53";"1218"
"2019-01-09 09:00:24";"1222"
"2019-01-09 09:00:37";"1225"
