"DTIME";"BEVALUE"
"2020-01-08 21:16:02";0
"2020-01-08 21:17:04";0
"2020-01-08 21:18:04";0
"2020-01-09 10:05:26";1248
"2020-01-09 10:06:27";1056
"2020-01-09 10:07:27";960
"2020-01-09 10:08:27";864
"2020-01-09 10:09:27";864
"2020-01-09 10:10:27";864
"2020-01-09 10:11:27";832
"2020-01-09 10:12:27";832
"2020-01-09 10:13:27";832
"2020-01-09 10:14:27";832
"2020-01-09 10:15:27";832
"2020-01-09 10:16:27";832
"2020-01-09 10:17:27";832
"2020-01-09 10:18:27";832
"2020-01-09 10:19:27";832
"2020-01-09 10:20:27";832
"2020-01-09 10:21:27";832
"2020-01-09 10:22:27";832
"2020-01-09 10:23:27";832
"2020-01-09 10:24:19";0
"2020-01-10 04:44:17";0
"2020-01-10 04:45:48";0
"2020-01-10 04:46:48";0
"2020-01-14 09:34:09";1248
"2020-01-14 09:45:40";1248
"2020-01-14 09:46:40";1056
"2020-01-14 09:47:40";928
"2020-01-14 09:48:02";0
"2020-01-14 09:55:57";960
"2020-01-14 09:56:57";1088
"2020-01-14 09:57:57";864
"2020-01-14 09:58:57";1024
"2020-01-14 09:59:57";832
"2020-01-14 10:00:57";832
"2020-01-14 10:01:57";1536
"2020-01-14 10:02:15";1824
"2020-01-14 10:02:17";1888
"2020-01-14 10:02:24";1728
"2020-01-14 10:02:26";2208
"2020-01-14 10:02:30";992
"2020-01-14 10:02:33";896
"2020-01-14 10:02:41";1568
"2020-01-14 10:02:46";2240
"2020-01-14 10:02:52";736
"2020-01-14 10:04:03";960
"2020-01-14 10:05:03";832
"2020-01-14 10:05:14";1952
"2020-01-14 10:05:20";960
"2020-01-14 10:05:30";2144
"2020-01-14 10:05:35";2976
"2020-01-14 10:05:38";2304
"2020-01-14 10:06:03";2656
"2020-01-14 10:06:24";832
"2020-01-14 10:06:56";3040
"2020-01-14 10:07:03";2176
"2020-01-14 10:08:03";1344
"2020-01-14 10:08:14";2400
"2020-01-14 10:08:19";2368
"2020-01-14 10:08:37";1536
"2020-01-14 10:08:42";928
"2020-01-14 10:09:03";2368
"2020-01-14 10:09:12";2752
"2020-01-14 10:09:17";2304
"2020-01-14 10:09:25";1664
"2020-01-14 10:09:27";1888
"2020-01-14 10:09:34";928
"2020-01-14 10:09:46";2976
"2020-01-14 10:10:03";2016
"2020-01-14 10:10:20";2016
"2020-01-14 10:10:23";2240
"2020-01-14 10:10:57";2976
"2020-01-14 10:11:03";2080
"2020-01-14 10:11:10";864
"2020-01-14 10:11:40";1408
"2020-01-14 10:12:02";1024
"2020-01-14 10:12:03";960
"2020-01-14 10:13:03";992
"2020-01-14 10:13:45";2464
