"DTIME";"BEVALUE"
"2020-01-09 06:54:54";1
"2020-01-09 06:55:55";1
"2020-01-09 06:56:55";1
"2020-01-09 06:57:55";1
"2020-01-09 06:58:55";1
"2020-01-09 06:59:55";1
"2020-01-09 07:00:55";1
"2020-01-09 07:01:43";1
"2020-01-09 07:02:07";1
"2020-01-09 07:02:49";1
"2020-01-09 07:03:07";1
"2020-01-09 07:03:54";1
"2020-01-09 07:04:07";1
"2020-01-09 07:05:07";1
"2020-01-09 07:06:07";1
"2020-01-09 07:07:07";1
"2020-01-09 07:08:07";1
"2020-01-09 07:08:19";1
"2020-01-09 07:08:35";1
"2020-01-09 07:09:07";1
"2020-01-09 07:09:23";1
"2020-01-09 07:10:07";1
"2020-01-09 07:11:07";1
"2020-01-09 07:12:07";1
"2020-01-09 07:12:22";1
"2020-01-09 07:12:30";1
"2020-01-09 07:12:47";1
"2020-01-09 07:12:55";1
"2020-01-09 07:13:07";1
"2020-01-09 07:14:07";1
"2020-01-09 07:14:15";1
"2020-01-09 07:15:06";1
"2020-01-09 07:15:07";1
"2020-01-09 07:16:07";1
"2020-01-09 07:16:32";1
"2020-01-09 07:17:07";1
"2020-01-09 07:18:07";1
"2020-01-09 07:19:07";1
"2020-01-09 07:20:07";1
"2020-01-09 07:21:07";1
"2020-01-09 07:22:05";1
"2020-01-09 07:22:07";1
"2020-01-09 07:23:07";1
"2020-01-09 07:23:38";1
"2020-01-09 07:24:07";1
"2020-01-09 07:24:38";1
"2020-01-09 07:24:50";1
"2020-01-09 07:25:07";1
"2020-01-09 07:25:28";1
"2020-01-09 07:25:58";1
"2020-01-09 07:26:07";1
"2020-01-09 07:27:07";1
"2020-01-09 07:27:52";1
"2020-01-09 07:28:07";1
"2020-01-09 07:28:25";1
"2020-01-09 07:29:07";1
"2020-01-09 07:30:07";1
"2020-01-09 07:30:46";1
"2020-01-09 07:31:07";1
"2020-01-09 07:31:33";1
"2020-01-09 07:32:07";1
"2020-01-09 07:33:07";1
"2020-01-09 07:34:07";1
"2020-01-09 07:34:26";1
"2020-01-09 07:35:00";1
"2020-01-09 07:35:05";1
"2020-01-09 07:35:07";1
"2020-01-09 07:35:27";1
"2020-01-09 07:35:31";1
"2020-01-09 07:36:07";1
"2020-01-09 07:37:07";1
"2020-01-09 07:38:07";1
"2020-01-09 07:39:07";1
"2020-01-09 07:40:07";1
"2020-01-09 07:41:07";1
"2020-01-09 07:42:07";1
"2020-01-09 07:42:40";1
"2020-01-09 07:43:07";1
"2020-01-09 07:44:07";1
"2020-01-09 07:44:55";1
"2020-01-09 07:45:07";1
"2020-01-09 07:46:07";1
"2020-01-09 07:47:07";1
"2020-01-09 07:48:07";1
"2020-01-09 07:49:07";1
"2020-01-09 07:50:07";1
"2020-01-09 07:50:18";1
"2020-01-09 07:51:07";1
"2020-01-09 07:51:55";1
"2020-01-09 07:52:07";1
"2020-01-09 07:52:42";1
"2020-01-09 07:53:07";1
"2020-01-09 07:53:44";1
"2020-01-09 07:54:07";1
"2020-01-09 07:55:07";1
"2020-01-09 07:55:53";1
"2020-01-09 07:56:07";1
"2020-01-09 07:56:53";1
"2020-01-09 07:57:07";1
"2020-01-09 07:57:44";1
"2020-01-09 07:58:06";1
"2020-01-09 07:58:07";1
"2020-01-09 07:59:07";1
"2020-01-09 07:59:15";1
"2020-01-09 08:00:07";1
"2020-01-09 08:00:33";1
"2020-01-09 08:00:54";1
"2020-01-09 08:01:04";1
"2020-01-09 08:01:07";1
"2020-01-09 08:02:07";1
"2020-01-09 08:02:56";1
"2020-01-09 08:03:07";1
"2020-01-09 08:04:07";1
"2020-01-09 08:04:23";1
"2020-01-09 08:04:46";1
"2020-01-09 08:05:07";1
"2020-01-09 08:05:20";1
"2020-01-09 08:06:07";1
"2020-01-09 08:06:37";1
"2020-01-09 08:06:42";1
"2020-01-09 08:06:58";1
"2020-01-09 08:07:07";1
"2020-01-09 08:08:07";1
"2020-01-09 08:09:07";1
"2020-01-09 08:09:23";1
"2020-01-09 08:09:48";1
"2020-01-09 08:09:53";1
"2020-01-09 08:10:07";1
"2020-01-09 08:10:31";1
"2020-01-09 08:10:40";1
"2020-01-09 08:11:07";1
"2020-01-09 08:11:42";1
"2020-01-09 08:12:07";1
"2020-01-09 08:12:35";1
"2020-01-09 08:12:54";1
"2020-01-09 08:13:07";1
"2020-01-09 08:13:27";1
"2020-01-09 08:14:07";1
"2020-01-09 08:15:07";1
"2020-01-09 08:16:07";1
"2020-01-09 08:16:40";1
"2020-01-09 08:17:07";1
"2020-01-09 08:18:07";1
"2020-01-09 08:19:07";1
"2020-01-09 08:20:07";1
"2020-01-09 08:21:07";1
"2020-01-09 08:22:07";1
"2020-01-09 08:22:43";1
"2020-01-09 08:23:07";1
"2020-01-09 08:24:07";1
"2020-01-09 08:25:07";1
"2020-01-09 08:26:07";1
"2020-01-09 08:27:07";1
"2020-01-09 08:28:07";1
"2020-01-09 08:29:07";1
"2020-01-09 08:30:07";1
"2020-01-09 08:31:07";1
"2020-01-09 08:32:07";1
"2020-01-09 08:33:07";1
"2020-01-09 08:34:07";1
"2020-01-09 08:35:07";1
"2020-01-09 08:36:07";1
"2020-01-09 08:37:07";1
"2020-01-09 08:37:39";1
"2020-01-09 08:38:00";1
"2020-01-09 08:38:07";1
"2020-01-09 08:39:07";1
"2020-01-09 08:39:58";1
"2020-01-09 08:40:07";1
"2020-01-09 08:41:07";1
"2020-01-09 08:42:01";1
"2020-01-09 08:42:07";1
"2020-01-09 08:43:07";1
"2020-01-09 08:43:49";1
"2020-01-09 08:44:07";1
"2020-01-09 08:45:07";1
"2020-01-09 08:46:07";1
"2020-01-09 08:46:17";1
"2020-01-09 08:47:07";1
"2020-01-09 08:48:07";1
