"DTIME";"BEVALUE"
"2020-01-09 08:17:06";0
"2020-01-09 08:18:06";0
"2020-01-09 08:19:06";39,6
"2020-01-09 08:20:06";39,6
"2020-01-09 10:09:14";0
"2020-01-09 10:10:14";39,3
"2020-01-09 10:11:14";39
"2020-01-09 10:12:14";38,7
"2020-01-09 10:13:36";38,7
"2020-01-09 10:14:36";38,7
"2020-01-09 10:15:36";38,5
"2020-01-09 10:16:36";38,4
"2020-01-09 10:17:36";38,2
"2020-01-09 10:18:36";37,8
"2020-01-09 10:19:36";38,2
"2020-01-09 10:20:36";39,6
"2020-01-09 10:21:36";40,8
"2020-01-09 10:22:36";40,2
"2020-01-09 10:23:36";38,8
"2020-01-09 10:24:36";37,7
"2020-01-09 10:25:36";36,9
"2020-01-09 10:26:36";37
"2020-01-09 10:27:36";37,3
"2020-01-09 10:28:36";37,7
"2020-01-09 10:29:36";38,2
"2020-01-09 10:30:36";38,2
"2020-01-09 10:31:36";0
"2020-01-09 10:32:36";0
"2020-01-09 10:33:36";0
"2020-01-09 10:34:36";0
"2020-01-09 10:35:36";0
"2020-01-09 10:36:36";0
"2020-01-09 10:37:36";0
"2020-01-09 10:38:36";0
"2020-01-09 10:39:36";0
"2020-01-09 10:40:36";0
"2020-01-09 10:41:36";0
"2020-01-09 10:42:36";0
"2020-01-09 10:43:36";0
"2020-01-09 10:44:36";0
"2020-01-09 10:45:36";0
"2020-01-09 10:46:36";0
"2020-01-09 10:47:36";0
"2020-01-09 10:48:36";0
"2020-01-09 10:49:36";0
"2020-01-09 10:50:36";38,7
"2020-01-09 10:51:36";38,7
"2020-01-09 10:52:36";38,6
"2020-01-09 10:53:36";38,4
"2020-01-09 10:54:36";38,4
"2020-01-09 10:55:36";38,5
"2020-01-09 10:56:36";38,8
"2020-01-09 10:57:36";0
"2020-01-09 10:58:36";0
"2020-01-09 10:59:36";0
"2020-01-09 11:00:36";0
"2020-01-09 11:01:36";0
"2020-01-09 11:02:36";0
"2020-01-09 11:03:36";0
"2020-01-09 11:04:36";0
"2020-01-09 11:05:36";0
"2020-01-09 11:06:36";0
"2020-01-09 11:07:36";0
"2020-01-09 11:08:36";0
"2020-01-09 11:09:36";0
"2020-01-09 11:10:36";0
"2020-01-09 11:11:36";0
"2020-01-09 11:12:36";0
"2020-01-09 11:13:36";0
"2020-01-09 11:14:36";0
"2020-01-09 11:15:36";0
"2020-01-09 11:16:36";0
"2020-01-09 11:17:36";0
"2020-01-09 11:18:36";0
"2020-01-09 11:19:36";0
"2020-01-09 11:20:36";0
"2020-01-09 11:21:36";0
"2020-01-09 11:22:36";0
"2020-01-09 11:23:36";0
"2020-01-09 11:24:36";0
"2020-01-09 11:25:36";0
"2020-01-09 11:26:36";0
"2020-01-09 11:27:36";0
"2020-01-09 11:28:36";0
"2020-01-09 11:29:36";0
"2020-01-09 11:30:36";0
"2020-01-09 11:31:36";0
"2020-01-09 11:32:36";0
"2020-01-09 11:33:36";0
"2020-01-09 11:34:36";0
"2020-01-09 11:35:36";0
"2020-01-09 11:36:36";0
"2020-01-09 11:37:36";0
"2020-01-09 11:38:36";0
"2020-01-09 11:39:36";0
"2020-01-09 11:40:36";0
"2020-01-09 11:41:36";0
"2020-01-09 11:42:36";0
"2020-01-09 11:43:36";0
"2020-01-09 11:44:36";0
"2020-01-09 11:45:36";0
"2020-01-09 11:46:36";0
"2020-01-09 11:47:36";0
"2020-01-09 11:48:36";0
"2020-01-09 11:49:36";0
"2020-01-09 11:50:36";0
"2020-01-09 11:51:36";0
"2020-01-09 11:52:36";0
"2020-01-09 11:53:36";0
"2020-01-09 11:54:36";0
"2020-01-09 11:55:36";0
"2020-01-09 11:56:36";0
"2020-01-09 11:57:36";0
"2020-01-09 11:58:36";0
"2020-01-09 11:59:36";0
"2020-01-09 12:00:36";0
"2020-01-09 12:01:36";0
"2020-01-09 12:02:36";0
"2020-01-09 12:03:36";0
"2020-01-09 12:04:36";0
"2020-01-09 12:05:36";0
"2020-01-09 12:06:36";0
"2020-01-09 12:07:36";0
"2020-01-09 12:08:36";0
"2020-01-09 12:09:36";0
"2020-01-09 12:10:36";0
"2020-01-09 12:11:36";0
"2020-01-09 12:12:36";0
"2020-01-09 12:13:36";0
"2020-01-09 12:14:36";0
"2020-01-09 12:15:36";0
"2020-01-09 12:16:36";0
"2020-01-09 12:17:36";0
"2020-01-09 12:18:36";0
"2020-01-09 12:19:36";0
"2020-01-09 12:20:36";0
"2020-01-09 12:21:36";0
"2020-01-09 12:22:36";0
"2020-01-09 12:23:36";0
"2020-01-09 12:24:36";0
"2020-01-09 12:25:36";0
"2020-01-09 12:26:36";0
