"DTIME";"BEVALUE"
"2020-01-09 08:39:38";0
"2020-01-09 08:40:43";999
"2020-01-09 08:41:43";1000
"2020-01-09 08:42:43";1000
"2020-01-09 08:43:43";998
"2020-01-09 08:44:43";1002
"2020-01-09 08:45:43";999
"2020-01-09 08:46:43";999
"2020-01-09 08:47:42";997
"2020-01-09 08:48:43";998
"2020-01-09 08:49:43";871
"2020-01-09 08:50:43";1763
"2020-01-09 08:52:05";1000
"2020-01-09 08:53:05";998
"2020-01-09 08:54:05";1000
"2020-01-09 08:55:05";998
"2020-01-09 08:56:05";1001
"2020-01-09 08:57:05";999
"2020-01-09 08:58:05";1000
"2020-01-09 08:59:05";998
"2020-01-09 09:00:05";999
"2020-01-09 09:01:05";1002
"2020-01-09 09:02:05";1000
"2020-01-09 09:03:05";1000
"2020-01-09 09:04:05";999
"2020-01-09 09:05:05";1001
"2020-01-09 09:06:05";998
"2020-01-09 09:07:05";1002
"2020-01-09 09:08:05";998
"2020-01-09 09:09:05";1000
"2020-01-09 09:10:05";1000
"2020-01-09 09:11:05";999
"2020-01-09 09:12:05";998
"2020-01-09 09:13:05";999
"2020-01-09 09:14:05";1001
"2020-01-09 09:15:05";999
"2020-01-09 09:16:05";1000
"2020-01-09 09:17:05";999
"2020-01-09 09:18:05";998
"2020-01-09 09:19:05";998
"2020-01-09 09:20:05";1001
"2020-01-09 09:21:05";998
"2020-01-09 09:22:05";998
"2020-01-09 09:23:05";998
"2020-01-09 09:24:05";998
"2020-01-09 09:25:05";1002
"2020-01-09 09:26:05";999
"2020-01-09 09:27:05";1003
"2020-01-09 09:28:05";999
"2020-01-09 09:29:05";1000
"2020-01-09 09:30:05";998
"2020-01-09 09:31:05";999
"2020-01-09 09:32:05";1001
"2020-01-09 09:33:05";881
"2020-01-09 09:33:29";1103
"2020-01-09 09:34:05";886
"2020-01-09 09:35:05";1000
"2020-01-09 09:36:05";1000
"2020-01-09 09:37:05";1000
"2020-01-09 09:38:05";998
"2020-01-09 09:39:05";999
"2020-01-09 09:40:05";999
"2020-01-09 09:41:05";1001
"2020-01-09 09:42:05";999
"2020-01-09 09:43:05";1001
"2020-01-09 09:44:05";1000
"2020-01-09 09:45:05";999
"2020-01-09 09:46:05";1000
"2020-01-09 09:47:05";871
"2020-01-09 09:47:11";985
"2020-01-09 09:47:31";924
"2020-01-09 09:47:54";1308
"2020-01-09 09:47:57";1281
"2020-01-09 09:48:05";1636
"2020-01-09 09:48:17";1617
"2020-01-09 09:48:48";1315
"2020-01-09 09:49:05";1395
"2020-01-09 09:49:11";1309
"2020-01-09 09:49:14";1612
"2020-01-09 09:49:20";1903
"2020-01-09 09:49:25";1539
"2020-01-09 09:49:37";1329
"2020-01-09 09:49:47";857
"2020-01-09 09:49:57";875
"2020-01-09 09:50:05";875
"2020-01-09 09:51:05";875
"2020-01-09 09:51:26";1100
"2020-01-09 09:51:34";1626
"2020-01-09 09:51:37";1208
"2020-01-09 09:51:41";1873
"2020-01-09 09:52:03";1310
"2020-01-09 09:52:05";1313
"2020-01-09 09:52:19";1146
"2020-01-09 09:52:35";1053
"2020-01-09 09:52:39";1038
"2020-01-09 09:52:42";1020
"2020-01-09 09:52:52";867
"2020-01-09 09:53:05";874
"2020-01-09 09:53:48";1495
"2020-01-09 09:54:05";1672
"2020-01-09 09:54:25";1807
"2020-01-09 09:54:30";1678
"2020-01-09 09:54:33";1695
"2020-01-09 09:54:37";1721
"2020-01-09 09:54:41";1802
"2020-01-09 09:54:43";1865
"2020-01-09 09:54:49";1345
"2020-01-09 09:55:05";1605
"2020-01-09 09:55:31";1463
"2020-01-09 09:55:35";1449
"2020-01-09 09:55:38";1442
"2020-01-09 09:55:43";1392
"2020-01-09 09:56:05";1412
"2020-01-09 09:57:05";1287
"2020-01-09 09:57:33";1383
"2020-01-09 09:58:05";871
"2020-01-09 09:59:05";1017
"2020-01-09 09:59:46";1450
"2020-01-09 09:59:50";1804
"2020-01-09 10:00:05";1698
"2020-01-09 10:00:25";1192
"2020-01-09 10:00:26";1205
"2020-01-09 10:00:29";1312
"2020-01-09 10:00:30";1357
"2020-01-09 10:00:34";1596
"2020-01-09 10:00:38";1703
"2020-01-09 10:01:05";1372
"2020-01-09 10:01:41";1093
"2020-01-09 10:01:53";911
"2020-01-09 10:02:05";874
"2020-01-09 10:03:05";888
"2020-01-09 10:03:11";1205
"2020-01-09 10:03:14";1473
"2020-01-09 10:03:21";1477
"2020-01-09 10:03:33";1275
"2020-01-09 10:03:52";1337
"2020-01-09 10:04:01";830
"2020-01-09 10:04:05";924
"2020-01-09 10:04:35";1338
"2020-01-09 10:05:02";1562
"2020-01-09 10:05:05";1565
"2020-01-09 10:05:42";1219
"2020-01-09 10:05:46";1206
"2020-01-09 10:05:52";1172
"2020-01-09 10:06:04";991
"2020-01-09 10:06:24";1187
"2020-01-09 10:06:31";1089
"2020-01-09 10:06:33";1062
"2020-01-09 10:06:35";1109
"2020-01-09 10:06:38";1205
"2020-01-09 10:06:41";1340
"2020-01-09 10:07:00";1285
"2020-01-09 10:07:05";1364
"2020-01-09 10:07:14";1391
"2020-01-09 10:07:17";1384
"2020-01-09 10:07:20";1403
"2020-01-09 10:07:23";1445
"2020-01-09 10:07:27";1443
"2020-01-09 10:07:33";1447
"2020-01-09 10:07:37";1351
"2020-01-09 10:07:46";1326
"2020-01-09 10:08:05";872
"2020-01-09 10:08:09";953
"2020-01-09 10:08:11";1126
"2020-01-09 10:08:17";1111
"2020-01-09 10:08:30";1601
"2020-01-09 10:08:34";1602
"2020-01-09 10:08:42";1508
"2020-01-09 10:08:47";823
"2020-01-09 10:08:54";1230
"2020-01-09 10:09:05";1191
"2020-01-09 10:09:14";1196
"2020-01-09 10:09:35";888
"2020-01-09 10:09:58";1489
"2020-01-09 10:10:05";866
"2020-01-09 10:10:11";1472
"2020-01-09 10:10:17";1760
"2020-01-09 10:10:27";1991
"2020-01-09 10:10:39";1136
"2020-01-09 10:10:42";966
"2020-01-09 10:10:49";910
"2020-01-09 10:10:51";1104
"2020-01-09 10:10:54";866
"2020-01-09 10:11:05";1257
"2020-01-09 10:12:05";875
"2020-01-09 10:12:41";865
"2020-01-09 10:12:49";907
"2020-01-09 10:13:05";878
"2020-01-09 10:13:18";1105
"2020-01-09 10:13:28";1178
"2020-01-09 10:13:41";873
"2020-01-09 10:14:05";876
"2020-01-09 10:14:41";1450
"2020-01-09 10:14:53";1823
"2020-01-09 10:15:05";1324
"2020-01-09 10:16:05";876
"2020-01-09 10:16:45";977
"2020-01-09 10:17:05";873
"2020-01-09 10:17:32";1139
"2020-01-09 10:18:05";999
"2020-01-09 10:19:05";998
"2020-01-09 10:19:36";1341
"2020-01-09 10:19:39";1509
"2020-01-09 10:19:54";1055
"2020-01-09 10:19:57";1329
"2020-01-09 10:20:05";1440
"2020-01-09 10:20:12";1589
"2020-01-09 10:20:17";1692
"2020-01-09 10:20:25";1359
"2020-01-09 10:20:33";1306
"2020-01-09 10:20:37";1330
"2020-01-09 10:20:40";1276
"2020-01-09 10:20:46";1108
"2020-01-09 10:20:50";1063
"2020-01-09 10:20:56";867
"2020-01-09 10:21:05";828
"2020-01-09 10:21:10";1076
"2020-01-09 10:21:13";898
"2020-01-09 10:21:21";1744
"2020-01-09 10:21:47";1483
"2020-01-09 10:21:50";1549
"2020-01-09 10:21:54";1017
"2020-01-09 10:21:58";1058
"2020-01-09 10:22:01";1062
"2020-01-09 10:22:05";1051
"2020-01-09 10:22:10";1111
"2020-01-09 10:22:36";865
"2020-01-09 10:22:39";1075
"2020-01-09 10:22:42";1169
"2020-01-09 10:22:45";1305
"2020-01-09 10:22:53";1553
"2020-01-09 10:23:00";1187
"2020-01-09 10:23:05";1284
"2020-01-09 10:23:23";1006
"2020-01-09 10:23:29";971
"2020-01-09 10:23:59";1047
"2020-01-09 10:24:05";1036
"2020-01-09 10:25:04";1071
"2020-01-09 10:25:05";1021
"2020-01-09 10:25:14";997
"2020-01-09 10:25:30";850
"2020-01-09 10:26:05";875
"2020-01-09 10:26:31";1399
"2020-01-09 10:26:35";1062
"2020-01-09 10:26:38";1409
"2020-01-09 10:26:42";1117
"2020-01-09 10:27:04";1108
"2020-01-09 10:27:05";1090
"2020-01-09 10:27:39";1697
"2020-01-09 10:27:56";1289
"2020-01-09 10:28:00";1104
"2020-01-09 10:28:02";1073
"2020-01-09 10:28:05";1085
"2020-01-09 10:28:07";1140
"2020-01-09 10:28:10";1269
"2020-01-09 10:29:05";892
"2020-01-09 10:29:22";1767
"2020-01-09 10:30:05";1334
"2020-01-09 10:30:58";1425
"2020-01-09 10:31:05";1400
"2020-01-09 10:32:05";1371
"2020-01-09 10:32:29";1417
"2020-01-09 10:32:33";1380
"2020-01-09 10:32:37";1362
"2020-01-09 10:32:42";1381
"2020-01-09 10:32:52";1392
"2020-01-09 10:33:05";1381
"2020-01-09 10:33:32";1141
"2020-01-09 10:33:35";1099
"2020-01-09 10:33:38";1053
"2020-01-09 10:33:43";1015
"2020-01-09 10:33:47";876
"2020-01-09 10:33:51";870
"2020-01-09 10:34:05";1337
"2020-01-09 10:34:24";874
"2020-01-09 10:34:43";1223
"2020-01-09 10:35:05";874
"2020-01-09 10:35:24";1751
"2020-01-09 10:35:41";1214
"2020-01-09 10:35:44";1189
"2020-01-09 10:35:48";1323
"2020-01-09 10:35:59";1802
"2020-01-09 10:36:05";1811
"2020-01-09 10:36:12";1804
"2020-01-09 10:36:29";889
"2020-01-09 10:36:31";1219
"2020-01-09 10:36:34";1357
"2020-01-09 10:36:39";1640
"2020-01-09 10:36:45";1430
"2020-01-09 10:36:50";1559
"2020-01-09 10:36:59";1652
"2020-01-09 10:37:05";1604
"2020-01-09 10:37:09";936
"2020-01-09 10:37:14";1162
"2020-01-09 10:37:17";1636
"2020-01-09 10:37:18";1513
"2020-01-09 10:37:24";1238
"2020-01-09 10:37:42";1373
"2020-01-09 10:37:53";1095
"2020-01-09 10:38:05";874
"2020-01-09 10:38:23";855
"2020-01-09 10:38:37";881
"2020-01-09 10:38:59";891
"2020-01-09 10:39:05";1124
"2020-01-09 10:40:05";963
"2020-01-09 10:41:05";879
"2020-01-09 10:41:31";967
"2020-01-09 10:42:05";0
"2020-01-09 10:43:05";874
"2020-01-09 10:44:05";1052
"2020-01-09 10:44:29";0
"2020-01-09 12:08:58";0
"2020-01-09 12:09:46";872
"2020-01-09 12:10:57";874
"2020-01-09 12:11:57";875
"2020-01-09 12:12:57";875
"2020-01-09 12:13:31";876
"2020-01-09 12:13:57";874
"2020-01-09 12:14:23";875
"2020-01-09 12:14:56";876
"2020-01-09 12:15:57";876
"2020-01-09 12:16:42";875
"2020-01-09 12:16:57";875
"2020-01-09 12:17:57";889
"2020-01-09 12:18:57";876
"2020-01-09 12:19:47";1029
"2020-01-09 12:19:57";868
"2020-01-09 12:20:57";998
"2020-01-09 12:21:57";1001
"2020-01-09 12:22:57";999
"2020-01-09 12:23:57";999
"2020-01-09 12:24:57";999
"2020-01-09 12:25:57";1001
"2020-01-09 12:26:57";1000
"2020-01-09 12:27:57";1000
"2020-01-09 12:28:57";998
"2020-01-09 12:29:57";999
"2020-01-09 12:30:57";999
"2020-01-09 12:31:57";999
"2020-01-09 12:32:57";1001
"2020-01-09 12:33:57";999
"2020-01-09 12:34:57";1001
"2020-01-09 12:35:57";998
"2020-01-09 12:36:57";999
"2020-01-09 12:37:57";999
"2020-01-09 12:38:57";1001
"2020-01-09 12:39:57";1001
"2020-01-09 12:40:57";1002
"2020-01-09 12:41:57";999
"2020-01-09 12:42:57";998
"2020-01-09 12:43:57";998
"2020-01-09 12:44:57";999
"2020-01-09 12:45:57";1065
"2020-01-09 12:46:09";1064
"2020-01-09 12:46:39";971
"2020-01-09 12:46:43";1153
"2020-01-09 12:46:49";965
"2020-01-09 12:46:57";1338
"2020-01-09 12:47:11";1642
"2020-01-09 12:47:30";1224
"2020-01-09 12:47:57";873
"2020-01-09 12:48:57";1064
"2020-01-09 12:49:00";1823
"2020-01-09 12:49:11";1394
"2020-01-09 12:49:19";1700
"2020-01-09 12:49:29";1202
"2020-01-09 12:49:33";877
"2020-01-09 12:49:40";874
"2020-01-09 12:49:57";875
"2020-01-09 12:50:21";1203
"2020-01-09 12:50:31";1303
"2020-01-09 12:50:34";1085
"2020-01-09 12:50:38";1619
"2020-01-09 12:50:57";1414
"2020-01-09 12:51:05";1451
"2020-01-09 12:51:17";1308
"2020-01-09 12:51:57";874
"2020-01-09 12:52:11";1764
"2020-01-09 12:52:19";1452
"2020-01-09 12:52:24";1392
"2020-01-09 12:52:29";1329
"2020-01-09 12:52:57";1848
"2020-01-09 12:53:06";1898
"2020-01-09 12:53:13";1959
"2020-01-09 12:53:16";1908
"2020-01-09 12:53:19";1823
"2020-01-09 12:53:23";1885
"2020-01-09 12:53:26";1980
"2020-01-09 12:53:30";2006
"2020-01-09 12:53:46";1541
"2020-01-09 12:53:57";1601
"2020-01-09 12:54:13";1586
"2020-01-09 12:54:17";1600
"2020-01-09 12:54:20";1627
"2020-01-09 12:54:23";1614
"2020-01-09 12:54:36";1651
"2020-01-09 12:54:57";1719
"2020-01-09 12:55:50";1526
"2020-01-09 12:55:52";1491
"2020-01-09 12:55:57";1468
"2020-01-09 12:56:28";989
"2020-01-09 12:56:57";897
"2020-01-09 12:57:29";1676
"2020-01-09 12:57:57";839
"2020-01-09 12:58:07";1775
"2020-01-09 12:58:46";1221
"2020-01-09 12:58:48";1234
"2020-01-09 12:58:50";1255
"2020-01-09 12:58:52";1357
"2020-01-09 12:58:54";1475
"2020-01-09 12:58:57";1237
"2020-01-09 12:59:31";1425
"2020-01-09 12:59:57";1375
"2020-01-09 13:00:10";1037
"2020-01-09 13:00:57";927
"2020-01-09 13:01:04";1488
"2020-01-09 13:01:07";1060
"2020-01-09 13:01:17";1253
"2020-01-09 13:01:39";1524
"2020-01-09 13:01:56";1341
"2020-01-09 13:01:57";1404
"2020-01-09 13:02:06";1498
"2020-01-09 13:02:11";1418
"2020-01-09 13:02:57";1487
"2020-01-09 13:03:40";1080
"2020-01-09 13:03:44";1132
"2020-01-09 13:03:50";1179
"2020-01-09 13:03:57";1119
"2020-01-09 13:04:19";1274
"2020-01-09 13:04:27";992
"2020-01-09 13:04:30";1014
"2020-01-09 13:04:33";1154
"2020-01-09 13:04:36";1276
"2020-01-09 13:04:42";1437
"2020-01-09 13:04:57";1431
"2020-01-09 13:05:09";1369
"2020-01-09 13:05:13";1363
"2020-01-09 13:05:16";1364
"2020-01-09 13:05:19";1407
"2020-01-09 13:05:23";1409
"2020-01-09 13:05:27";1413
"2020-01-09 13:05:31";1425
"2020-01-09 13:05:39";1442
"2020-01-09 13:05:57";848
"2020-01-09 13:06:02";1076
"2020-01-09 13:06:05";1467
"2020-01-09 13:06:10";1134
"2020-01-09 13:06:18";1302
"2020-01-09 13:06:24";1609
"2020-01-09 13:06:28";1662
"2020-01-09 13:06:34";1661
"2020-01-09 13:06:37";1614
"2020-01-09 13:06:40";1557
"2020-01-09 13:06:45";1517
"2020-01-09 13:06:57";1414
"2020-01-09 13:07:02";1505
"2020-01-09 13:07:14";875
"2020-01-09 13:07:45";870
"2020-01-09 13:07:57";874
"2020-01-09 13:08:22";910
"2020-01-09 13:08:30";1477
"2020-01-09 13:08:34";1748
"2020-01-09 13:08:41";1412
"2020-01-09 13:08:45";1196
"2020-01-09 13:08:48";903
"2020-01-09 13:08:51";998
"2020-01-09 13:08:55";981
"2020-01-09 13:08:57";891
"2020-01-09 13:09:57";912
"2020-01-09 13:10:10";1016
"2020-01-09 13:10:43";1441
"2020-01-09 13:10:51";1327
"2020-01-09 13:10:53";874
"2020-01-09 13:10:57";1569
"2020-01-09 13:11:10";1607
"2020-01-09 13:11:16";1696
"2020-01-09 13:11:28";1141
"2020-01-09 13:11:31";1332
"2020-01-09 13:11:34";1388
"2020-01-09 13:11:41";1159
"2020-01-09 13:11:44";1137
"2020-01-09 13:11:49";1002
"2020-01-09 13:11:56";901
"2020-01-09 13:11:57";891
"2020-01-09 13:12:00";1271
"2020-01-09 13:12:03";1761
"2020-01-09 13:12:25";1316
"2020-01-09 13:12:28";1322
"2020-01-09 13:12:31";1296
"2020-01-09 13:12:34";1276
"2020-01-09 13:12:36";1301
"2020-01-09 13:12:38";1330
"2020-01-09 13:12:41";1361
"2020-01-09 13:12:49";1385
"2020-01-09 13:12:57";1268
"2020-01-09 13:13:05";866
"2020-01-09 13:13:08";1141
"2020-01-09 13:13:11";1272
"2020-01-09 13:13:14";1404
"2020-01-09 13:13:19";1132
"2020-01-09 13:13:24";1464
"2020-01-09 13:13:45";1360
"2020-01-09 13:13:48";1403
"2020-01-09 13:13:55";1407
"2020-01-09 13:13:57";1421
"2020-01-09 13:14:57";857
"2020-01-09 13:15:17";1257
"2020-01-09 13:15:27";1121
"2020-01-09 13:15:45";1039
"2020-01-09 13:15:55";884
"2020-01-09 13:15:57";888
"2020-01-09 13:15:59";1006
"2020-01-09 13:16:03";1375
"2020-01-09 13:16:51";1496
"2020-01-09 13:16:57";1478
"2020-01-09 13:17:22";992
"2020-01-09 13:17:24";1017
"2020-01-09 13:17:26";1017
"2020-01-09 13:17:28";1025
"2020-01-09 13:17:30";1097
"2020-01-09 13:17:32";1175
"2020-01-09 13:17:48";1112
"2020-01-09 13:17:57";838
"2020-01-09 13:18:54";1609
"2020-01-09 13:18:57";1674
"2020-01-09 13:19:39";1549
"2020-01-09 13:19:57";1573
"2020-01-09 13:20:49";1402
"2020-01-09 13:20:53";1379
"2020-01-09 13:20:57";1366
"2020-01-09 13:21:02";1358
"2020-01-09 13:21:24";1414
"2020-01-09 13:21:50";1235
"2020-01-09 13:21:53";1184
"2020-01-09 13:21:57";1164
"2020-01-09 13:22:00";1294
"2020-01-09 13:22:03";1441
"2020-01-09 13:22:06";1427
"2020-01-09 13:22:19";957
"2020-01-09 13:22:57";1652
"2020-01-09 13:23:09";1569
"2020-01-09 13:23:12";1627
"2020-01-09 13:23:15";1631
"2020-01-09 13:23:30";1481
"2020-01-09 13:23:43";869
"2020-01-09 13:23:57";926
"2020-01-09 13:24:57";886
"2020-01-09 13:25:36";894
"2020-01-09 13:25:48";1543
"2020-01-09 13:25:51";869
"2020-01-09 13:25:57";1440
"2020-01-09 13:26:04";1003
"2020-01-09 13:26:09";1036
"2020-01-09 13:26:17";1168
"2020-01-09 13:26:37";1164
"2020-01-09 13:26:42";1124
"2020-01-09 13:26:44";1129
"2020-01-09 13:26:46";1438
"2020-01-09 13:26:50";1130
"2020-01-09 13:26:57";1458
"2020-01-09 13:27:08";1749
"2020-01-09 13:27:19";1609
"2020-01-09 13:27:57";871
"2020-01-09 13:28:10";882
"2020-01-09 13:28:21";912
"2020-01-09 13:28:53";855
"2020-01-09 13:28:57";873
"2020-01-09 13:29:57";854
"2020-01-09 13:30:57";1000
"2020-01-09 13:31:57";1002
"2020-01-09 13:32:57";1000
"2020-01-09 13:33:57";1001
"2020-01-09 13:34:57";999
"2020-01-09 13:35:57";999
"2020-01-09 13:36:57";1002
"2020-01-09 13:37:57";999
"2020-01-09 13:38:57";1000
"2020-01-09 13:39:57";998
"2020-01-09 13:40:57";1000
"2020-01-09 13:41:57";998
