"DTIME";"BEVALUE"
"2020-01-09 06:54:54";"71"
"2020-01-09 06:55:55";"146"
"2020-01-09 06:56:55";"183"
"2020-01-09 06:57:55";"222"
"2020-01-09 06:58:55";"260"
"2020-01-09 06:59:55";"318"
"2020-01-09 07:00:55";"391"
"2020-01-09 07:01:43";"462"
"2020-01-09 07:02:07";"524"
"2020-01-09 07:02:49";"601"
"2020-01-09 07:03:07";"674"
"2020-01-09 07:03:54";"742"
"2020-01-09 07:04:07";"813"
"2020-01-09 07:05:07";"875"
"2020-01-09 07:06:07";"939"
"2020-01-09 07:07:07";"1001"
"2020-01-09 07:08:07";"1068"
"2020-01-09 07:08:19";"1145"
"2020-01-09 07:08:35";"1217"
"2020-01-09 07:09:07";"1257"
"2020-01-09 07:09:23";"1295"
"2020-01-09 07:10:07";"1325"
"2020-01-09 07:11:07";"1350"
"2020-01-09 07:12:07";"1389"
"2020-01-09 07:12:22";"1437"
"2020-01-09 07:12:30";"1467"
"2020-01-09 07:12:47";"1459"
"2020-01-09 07:12:55";"1456"
"2020-01-09 07:13:07";"1460"
"2020-01-09 07:14:07";"1466"
"2020-01-09 07:14:15";"1475"
"2020-01-09 07:15:06";"1487"
"2020-01-09 07:15:07";"1487"
"2020-01-09 07:16:07";"1481"
"2020-01-09 07:16:32";"1490"
"2020-01-09 07:17:07";"1499"
"2020-01-09 07:18:07";"1500"
"2020-01-09 07:19:07";"1504"
"2020-01-09 07:20:07";"1489"
"2020-01-09 07:21:07";"1489"
"2020-01-09 07:22:05";"1479"
"2020-01-09 07:22:07";"1484"
"2020-01-09 07:23:07";"1493"
"2020-01-09 07:23:38";"1505"
"2020-01-09 07:24:07";"1491"
"2020-01-09 07:24:38";"1471"
"2020-01-09 07:24:50";"1454"
"2020-01-09 07:25:07";"1467"
"2020-01-09 07:25:28";"1489"
"2020-01-09 07:25:58";"1490"
"2020-01-09 07:26:07";"1477"
"2020-01-09 07:27:07";"1455"
"2020-01-09 07:27:52";"1460"
"2020-01-09 07:28:07";"1475"
"2020-01-09 07:28:25";"1485"
"2020-01-09 07:29:07";"1476"
"2020-01-09 07:30:07";"1481"
"2020-01-09 07:30:46";"1485"
"2020-01-09 07:31:07";"1494"
"2020-01-09 07:31:33";"1504"
"2020-01-09 07:32:07";"1495"
"2020-01-09 07:33:07";"1470"
"2020-01-09 07:34:07";"1469"
"2020-01-09 07:34:26";"1472"
"2020-01-09 07:35:00";"1493"
"2020-01-09 07:35:05";"1504"
"2020-01-09 07:35:07";"1505"
"2020-01-09 07:35:27";"1509"
"2020-01-09 07:35:31";"1501"
"2020-01-09 07:36:07";"1495"
"2020-01-09 07:37:07";"1493"
"2020-01-09 07:38:07";"1497"
"2020-01-09 07:39:07";"1460"
"2020-01-09 07:40:07";"1443"
"2020-01-09 07:41:07";"1420"
"2020-01-09 07:42:07";"1424"
"2020-01-09 07:42:40";"1440"
