"DTIME";"BEVALUE"
"2020-01-10 09:27:27";44,8
"2020-01-10 09:34:56";44,5
"2020-01-10 09:35:56";44,2
"2020-01-10 09:36:56";43,6
"2020-01-10 09:37:56";42,5
"2020-01-10 09:38:56";42,2
"2020-01-10 09:39:56";42,5
"2020-01-10 09:40:56";43
"2020-01-10 09:41:56";42,5
"2020-01-10 09:42:56";42,2
"2020-01-10 09:43:56";42,1
"2020-01-10 09:44:56";41,4
"2020-01-10 09:45:56";42,1
"2020-01-10 09:46:56";41,8
"2020-01-10 09:47:56";43
"2020-01-10 09:52:09";44,2
"2020-01-10 09:53:09";43,9
"2020-01-10 09:54:09";0
"2020-01-10 09:56:40";0
"2020-01-10 09:57:40";40,8
"2020-01-10 09:58:40";41,6
"2020-01-10 09:59:40";42,1
"2020-01-10 10:00:40";41
"2020-01-10 10:01:40";40,4
"2020-01-10 10:02:40";41,9
"2020-01-10 10:03:40";42,3
"2020-01-10 10:04:40";41,7
"2020-01-10 10:05:40";42,6
"2020-01-10 10:06:40";41,8
"2020-01-10 10:07:40";39,5
"2020-01-10 10:08:40";40,7
"2020-01-10 10:09:40";42,1
"2020-01-10 10:10:40";41,4
"2020-01-10 10:11:40";42,1
"2020-01-10 10:12:40";41,3
"2020-01-10 10:13:40";40
"2020-01-10 10:14:40";38,9
"2020-01-10 10:15:40";38,4
"2020-01-10 10:16:40";39,7
"2020-01-10 10:17:40";41,7
"2020-01-10 10:18:40";40,9
"2020-01-10 10:19:40";39,4
"2020-01-10 10:20:40";38,9
"2020-01-10 10:21:40";37,1
"2020-01-10 10:22:40";36,8
"2020-01-10 10:23:40";39,9
"2020-01-10 10:24:40";41,4
"2020-01-10 10:25:40";38,9
"2020-01-10 10:26:40";38,5
"2020-01-10 10:27:40";38,2
"2020-01-10 10:28:40";39,3
"2020-01-10 10:29:40";40
"2020-01-10 10:30:40";37,6
"2020-01-10 10:31:40";36,2
"2020-01-10 10:34:13";39,9
"2020-01-10 10:40:22";39,5
"2020-01-10 10:41:22";39,3
"2020-01-10 10:42:22";39,4
"2020-01-10 10:43:22";38,3
"2020-01-10 10:44:22";0
"2020-01-10 10:45:22";0
"2020-01-10 10:46:22";0
"2020-01-10 10:51:46";40,8
"2020-01-10 11:00:35";40,6
"2020-01-10 11:01:35";40,6
"2020-01-10 11:02:35";40,1
"2020-01-10 11:03:35";38,8
"2020-01-10 11:04:35";37,1
"2020-01-10 11:05:35";36,1
"2020-01-10 11:06:35";37,3
"2020-01-10 11:07:35";36,7
"2020-01-10 11:08:35";35
"2020-01-10 11:09:35";37,1
"2020-01-10 11:10:35";38,1
"2020-01-10 11:11:35";37,1
"2020-01-10 11:12:35";38
"2020-01-10 11:13:35";38,2
"2020-01-10 11:14:35";37,8
"2020-01-10 11:15:35";36,5
"2020-01-10 11:16:35";35,6
"2020-01-10 11:17:35";36,9
"2020-01-10 11:18:35";38
"2020-01-10 11:19:35";37,3
"2020-01-10 11:20:35";36,9
"2020-01-10 11:21:35";36,1
"2020-01-10 11:22:35";35,3
"2020-01-10 11:23:35";36,3
"2020-01-10 11:24:35";34,5
"2020-01-10 11:25:35";34,9
"2020-01-10 11:26:35";35,6
"2020-01-10 11:27:35";34,8
"2020-01-10 11:28:35";33,3
"2020-01-10 11:29:35";33,9
"2020-01-10 11:30:35";33,8
"2020-01-10 11:58:55";34,5
"2020-01-10 11:59:55";35,2
"2020-01-10 12:00:55";35,4
"2020-01-10 12:01:55";35
"2020-01-10 12:02:55";34,2
"2020-01-10 12:03:55";32,7
"2020-01-10 12:04:55";33,5
"2020-01-10 14:04:47";34,8
"2020-01-10 14:05:47";35,9
"2020-01-10 14:06:47";35,8
"2020-01-10 14:07:47";34,1
"2020-01-10 14:08:47";34,4
"2020-01-10 14:09:47";35,6
"2020-01-10 14:10:47";33,4
"2020-01-10 14:11:47";31,6
"2020-01-10 14:12:47";34,4
"2020-01-10 14:13:47";35,3
"2020-01-10 14:14:47";33,6
"2020-01-10 14:15:47";33,9
"2020-01-10 14:16:47";34,2
"2020-01-10 14:17:47";34,2
"2020-01-10 14:18:47";34,2
"2020-01-10 14:19:47";34,6
"2020-01-10 14:20:47";33
"2020-01-10 14:21:47";31,9
"2020-01-10 14:22:46";32,4
"2020-01-10 14:23:47";32
"2020-01-10 14:24:47";33,7
"2020-01-10 14:25:47";33,4
"2020-01-10 14:26:47";32,1
"2020-01-10 14:27:47";29,8
"2020-01-10 14:28:47";29
"2020-01-10 14:29:47";32,4
"2020-01-10 14:30:47";31,4
"2020-01-10 14:31:47";30
"2020-01-10 14:32:47";31,4
"2020-01-10 14:33:47";31,4
"2020-01-10 14:34:47";31,5
"2020-01-10 14:35:47";29,5
"2020-01-10 14:36:47";29,2
"2020-01-10 14:37:47";30,8
"2020-01-10 14:38:47";30,1
"2020-01-10 14:39:47";29,8
"2020-01-10 14:40:47";31,3
"2020-01-10 14:41:47";32,8
"2020-01-10 14:42:47";31,1
"2020-01-10 14:43:47";31,9
"2020-01-10 14:44:47";32,6
"2020-01-10 14:45:47";30,5
"2020-01-10 14:46:47";29,8
"2020-01-10 14:47:47";29,2
"2020-01-10 14:48:47";29,7
"2020-01-10 14:49:47";29,5
"2020-01-10 14:50:47";28,8
"2020-01-10 14:51:47";29,6
"2020-01-10 14:52:47";32
"2020-01-10 14:53:47";34,2
"2020-01-10 14:54:47";34,8
"2020-01-10 15:07:02";33
"2020-01-10 15:14:45";33,3
"2020-01-10 15:15:45";31,7
"2020-01-10 15:16:45";30,5
"2020-01-10 15:17:45";30,5
"2020-01-10 15:18:45";30,7
"2020-01-10 15:19:45";30,2
"2020-01-10 15:20:45";30,4
"2020-01-10 15:21:45";30,2
"2020-01-10 15:22:45";29,1
"2020-01-10 15:23:45";32
"2020-01-10 15:24:45";30
"2020-01-10 15:25:45";27,3
"2020-01-10 15:26:45";28
"2020-01-10 15:27:45";28,6
"2020-01-10 15:28:45";28,7
"2020-01-10 15:29:45";28,3
"2020-01-10 15:30:45";29,7
"2020-01-10 15:31:45";28,2
"2020-01-10 15:32:45";27,3
"2020-01-10 15:33:45";29,7
"2020-01-10 15:34:45";29,8
"2020-01-10 15:35:45";28,3
"2020-01-10 15:36:45";28,7
"2020-01-10 15:37:45";29,5
"2020-01-10 15:38:45";29,3
"2020-01-10 15:39:45";29,9
"2020-01-10 15:40:45";26,7
"2020-01-10 15:41:45";27,4
"2020-01-10 15:42:45";30,3
"2020-01-10 15:43:45";29
"2020-01-10 15:44:45";27,8
"2020-01-10 15:45:45";27,2
"2020-01-10 15:46:45";28,4
"2020-01-10 15:47:45";29,6
"2020-01-10 15:48:45";28,5
"2020-01-10 15:49:45";28,3
"2020-01-10 15:50:45";27,5
"2020-01-10 15:51:45";26,7
"2020-01-10 15:52:45";27,6
"2020-01-10 15:53:45";25,8
"2020-01-10 15:54:45";26,1
"2020-01-10 15:55:45";27
"2020-01-10 15:56:45";25,7
"2020-01-10 15:57:45";24,2
"2020-01-10 15:58:45";24,6
"2020-01-10 15:59:45";24,9
"2020-01-10 16:00:45";24,4
"2020-01-10 16:01:45";25,4
"2020-01-10 16:02:45";0
"2020-01-15 09:22:38";28,8
"2020-01-15 09:23:38";27,5
"2020-01-15 09:24:38";25,8
"2020-01-15 09:25:38";25,7
"2020-01-15 09:27:24";26,2
"2020-01-15 09:28:24";25,3
"2020-01-15 10:19:53";27,9
"2020-01-15 10:21:24";28
"2020-01-15 10:22:24";28,3
"2020-01-15 10:23:24";28,7
"2020-01-15 10:24:24";28,1
"2020-01-15 10:25:24";26,3
"2020-01-15 10:26:24";23,9
"2020-01-15 10:27:24";25,9
"2020-01-15 10:28:24";25,4
"2020-01-15 10:29:24";22,3
"2020-01-15 10:30:24";25,2
"2020-01-15 10:31:24";26
"2020-01-15 10:32:24";23,7
"2020-01-15 10:33:24";24,4
"2020-01-15 10:34:24";23,9
"2020-01-15 10:35:24";21,8
"2020-01-15 10:36:24";24
"2020-01-15 10:37:24";27,3
"2020-01-15 10:38:24";24,9
"2020-01-15 10:39:24";22,9
"2020-01-15 10:40:24";23,3
"2020-01-15 10:41:24";22,1
"2020-01-15 10:42:24";22,4
"2020-01-15 10:43:24";25,8
"2020-01-15 10:44:24";26,9
"2020-01-15 10:45:24";25
