"DTIME";"BEVALUE"
"2020-01-08 21:16:02";0
"2020-01-08 21:17:04";0
"2020-01-08 21:18:04";0
"2020-01-09 10:05:26";49,7
"2020-01-09 10:06:27";49,9
"2020-01-09 10:07:27";50,3
"2020-01-09 10:08:27";50,4
"2020-01-09 10:09:27";50,1
"2020-01-09 10:10:27";49,7
"2020-01-09 10:11:27";49,7
"2020-01-09 10:12:27";49,7
"2020-01-09 10:13:27";49,7
"2020-01-09 10:14:27";49,7
"2020-01-09 10:15:27";49,7
"2020-01-09 10:16:27";49,7
"2020-01-09 10:17:27";49,7
"2020-01-09 10:18:27";49,7
"2020-01-09 10:19:27";49,7
"2020-01-09 10:20:27";49,7
"2020-01-09 10:21:27";49,7
"2020-01-09 10:22:27";49,7
"2020-01-09 10:23:27";49,7
"2020-01-10 04:44:17";0
"2020-01-10 04:45:48";0
"2020-01-10 04:46:48";0
"2020-01-14 09:34:09";49,7
"2020-01-14 09:45:40";49,7
"2020-01-14 09:46:40";49,7
"2020-01-14 09:47:40";49,6
"2020-01-14 09:55:57";0
"2020-01-14 09:56:57";49,7
"2020-01-14 09:57:57";49,7
"2020-01-14 09:58:57";49,9
"2020-01-14 09:59:57";50,3
"2020-01-14 10:00:57";50,4
"2020-01-14 10:01:57";49,9
"2020-01-14 10:04:03";49,3
"2020-01-14 10:05:03";49,2
"2020-01-14 10:06:03";49,2
"2020-01-14 10:07:03";49
"2020-01-14 10:08:03";48,6
"2020-01-14 10:09:03";48,5
"2020-01-14 10:10:03";48,7
"2020-01-14 10:11:03";49,2
"2020-01-14 10:12:03";49,3
"2020-01-14 10:13:03";49,2
"2020-01-14 10:14:03";49,2
"2020-01-14 10:15:03";48,9
"2020-01-14 10:16:03";48,5
"2020-01-14 10:17:03";48,5
"2020-01-14 10:18:03";48,5
"2020-01-14 10:19:03";49
"2020-01-14 10:20:03";49,6
"2020-01-14 10:21:03";49,4
"2020-01-14 10:22:03";48,9
"2020-01-14 10:23:03";48,5
"2020-01-14 10:24:03";48,5
"2020-01-14 10:25:03";48,3
"2020-01-14 10:26:03";48,3
"2020-01-14 10:27:03";48,4
"2020-01-14 10:28:03";48,3
"2020-01-14 10:29:03";48,3
"2020-01-14 10:30:03";48,7
"2020-01-14 10:31:03";49
"2020-01-14 10:32:03";48,8
"2020-01-14 10:33:03";49
"2020-01-14 10:34:03";49,2
"2020-01-14 10:35:03";49,3
"2020-01-14 10:36:03";49,4
"2020-01-14 10:37:03";49,9
"2020-01-14 10:38:03";50,9
"2020-01-14 10:39:03";0
"2020-01-14 10:41:03";51,5
"2020-01-14 10:56:22";50,8
"2020-01-14 11:02:11";50,5
"2020-01-14 11:03:11";50,4
